"TIME","GEO","SEX","ISCED11","AGE","UNIT","Value"
"2013","Montenegro","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","78.8"
"2013","Montenegro","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.3"
"2013","Montenegro","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","18.4"
"2013","North Macedonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","36.1"
"2013","North Macedonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","63.9"
"2013","North Macedonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","48.8"
"2013","North Macedonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.1"
"2013","Serbia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.9"
"2013","Serbia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.1"
"2013","Serbia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","56.3"
"2013","Serbia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","16.8"
"2013","Turkey","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","67.7"
"2013","Turkey","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","32.3"
"2013","Turkey","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","19.3"
"2013","Turkey","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","13.0"
"2014","European Union - 27 countries (from 2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.4"
"2014","European Union - 27 countries (from 2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.6"
"2014","European Union - 27 countries (from 2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","47.1"
"2014","European Union - 27 countries (from 2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.5"
"2014","European Union - 28 countries (2013-2020)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","27.5"
"2014","European Union - 28 countries (2013-2020)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","72.5"
"2014","European Union - 28 countries (2013-2020)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","46.5"
"2014","European Union - 28 countries (2013-2020)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","26.0"
"2014","European Union - 15 countries (1995-2004)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.6"
"2014","European Union - 15 countries (1995-2004)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.4"
"2014","European Union - 15 countries (1995-2004)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.1"
"2014","European Union - 15 countries (1995-2004)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","27.3"
"2014","Euro area - 19 countries  (from 2015)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","30.8"
"2014","Euro area - 19 countries  (from 2015)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","69.2"
"2014","Euro area - 19 countries  (from 2015)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.8"
"2014","Euro area - 19 countries  (from 2015)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","25.3"
"2014","Belgium","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","29.5"
"2014","Belgium","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","70.5"
"2014","Belgium","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","37.8"
"2014","Belgium","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.6"
"2014","Bulgaria","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","22.6"
"2014","Bulgaria","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","77.4"
"2014","Bulgaria","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","53.8"
"2014","Bulgaria","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","23.6"
"2014","Czechia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","12.4"
"2014","Czechia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","87.6"
"2014","Czechia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","68.5"
"2014","Czechia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","19.1"
"2014","Denmark","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","28.7"
"2014","Denmark","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","71.3"
"2014","Denmark","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","41.9"
"2014","Denmark","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.4"
"2014","Germany (until 1990 former territory of the FRG)","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","19.7"
"2014","Germany (until 1990 former territory of the FRG)","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","80.3"
"2014","Germany (until 1990 former territory of the FRG)","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.1"
"2014","Germany (until 1990 former territory of the FRG)","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","23.2"
"2014","Estonia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","17.7"
"2014","Estonia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","82.3"
"2014","Estonia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","49.7"
"2014","Estonia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","32.6"
"2014","Ireland","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","24.0"
"2014","Ireland","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","76.0"
"2014","Ireland","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","38.1"
"2014","Ireland","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","38.0"
"2014","Greece","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","33.1"
"2014","Greece","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","66.9"
"2014","Greece","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.2"
"2014","Greece","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","24.6"
"2014","Spain","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","44.5"
"2014","Spain","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","55.5"
"2014","Spain","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","23.9"
"2014","Spain","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","31.7"
"2014","France","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.5"
"2014","France","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.5"
"2014","France","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","43.7"
"2014","France","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","29.8"
"2014","Croatia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","21.0"
"2014","Croatia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","79.0"
"2014","Croatia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","60.5"
"2014","Croatia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","18.5"
"2014","Italy","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","42.3"
"2014","Italy","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","57.7"
"2014","Italy","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","42.7"
"2014","Italy","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","15.0"
"2014","Cyprus","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","26.1"
"2014","Cyprus","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","73.9"
"2014","Cyprus","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","37.5"
"2014","Cyprus","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","36.4"
"2014","Latvia","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","16.1"
"2014","Latvia","Total","Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)","From 15 to 64 years","Percentage","83.9"
"2014","Latvia","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 15 to 64 years","Percentage","57.0"
"2014","Latvia","Total","Tertiary education (levels 5-8)","From 15 to 64 years","Percentage","26.9"
"2014","Lithuania","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 15 to 64 years","Percentage","14.2"
